ENSEMBL,HGNC,log2FoldChange,pvalue
ENSG00000036565,SLC18A1,-0.200272733,0.697340079
ENSG00000036672,USP2,-0.100949158,0.41176412
ENSG00000036828,CASR,0.065772393,0.925367779
ENSG00000037042,TUBG2,-0.101739816,0.178624087
ENSG00000037241,RPL26L1,-0.078268577,0.529148671
ENSG00000037280,FLT4,0.035425305,0.927590353
ENSG00000037474,NSUN2,-0.207773029,0.077041517
ENSG00000037637,FBXO42,0.015414061,0.747951943
ENSG00000037749,MFAP3,-0.065560869,0.382203089
ENSG00000037757,MRI1,-0.622552307,0.006239755
ENSG00000037897,METTL1,-0.110309811,0.515808989
ENSG00000037965,HOXC8,-2.179850893,0.00673882
ENSG00000038002,AGA,0.019818596,0.912534149
ENSG00000038210,PI4K2B,0.029807527,0.694383819
ENSG00000038219,BOD1L1,-0.001154215,0.983904073
ENSG00000038274,MAT2B,-0.117905886,0.327009192
ENSG00000038295,TLL1,-0.891019915,0.023849538
ENSG00000038358,EDC4,-0.109266328,0.095862347
ENSG00000038382,TRIO,0.071495017,0.481402363
ENSG00000038427,VCAN,-0.529285405,0.026086757
ENSG00000038532,CLEC16A,0.025926919,0.689870314
ENSG00000038945,MSR1,-0.16566352,0.717766965
ENSG00000039068,CDH1,0.37362348,0.506754829
ENSG00000039123,MTREX,0.054639498,0.444204907
ENSG00000039139,DNAH5,0.091404717,0.835800345
ENSG00000039319,ZFYVE16,0.031582264,0.64077155
ENSG00000039523,RIPOR1,-0.020560582,0.812879841
ENSG00000039560,RAI14,0.144619424,0.449823994
ENSG00000039600,SOX30,-0.536911857,0.071849228
ENSG00000039650,PNKP,-0.145106997,0.095770451
ENSG00000039987,BEST2,-0.518544825,0.117009474
ENSG00000040199,PHLPP2,-0.04153686,0.492871371
ENSG00000040275,SPDL1,0.00970259,0.922802697
ENSG00000040341,STAU2,0.086834556,0.400822243
ENSG00000040487,SLC66A1,0.002273218,0.980532103
ENSG00000040531,CTNS,-0.149245774,0.203924189
ENSG00000040608,RTN4R,0.140999392,0.405163171
ENSG00000040633,PHF23,-0.132402816,0.321208651
ENSG00000040731,CDH10,0.284744301,0.230215676
ENSG00000040933,INPP4A,0.052275768,0.45723758
ENSG00000041353,RAB27B,0.367896641,0.193519359
ENSG00000041357,PSMA4,-0.005503267,0.957212083
ENSG00000041515,MYO16,0.172143883,0.308024496
ENSG00000041802,LSG1,-0.218566843,0.141043921
ENSG00000041880,PARP3,-0.013943409,0.928353082
ENSG00000041982,TNC,0.192270596,0.591507852
ENSG00000041988,THAP3,-0.047827824,0.703155232
ENSG00000042062,RIPOR3,-0.678773127,0.003102268
ENSG00000042088,TDP1,0.074239727,0.2497318
ENSG00000042286,AIFM2,-0.303519265,0.008831167
ENSG00000042317,SPATA7,0.082820284,0.338218512
ENSG00000042429,MED17,0.023404951,0.820824411
ENSG00000042445,RETSAT,-0.260424635,0.039086362
ENSG00000042493,CAPG,-0.282546408,0.293594384
ENSG00000042753,AP2S1,-0.146013323,0.169275705
ENSG00000042781,USH2A,0.195359263,0.285969433
ENSG00000042832,TG,0.310716919,0.372576507
ENSG00000042980,ADAM28,0.210139711,0.497760036
ENSG00000043093,DCUN1D1,-0.034503695,0.655148269
ENSG00000043143,JADE2,-0.398489259,0.035344017
ENSG00000043355,ZIC2,-0.818514244,0.142156937
ENSG00000043462,LCP2,0.442901052,0.172973856
ENSG00000043514,TRIT1,0.022253743,0.711470441
ENSG00000043591,ADRB1,1.25087232,0.015893295
ENSG00000044090,CUL7,-0.072714483,0.497974153
ENSG00000044115,CTNNA1,-0.153896526,0.218301165
ENSG00000044446,PHKA2,-0.075034523,0.373460228
ENSG00000044459,CNTLN,0.157639801,0.181934619
ENSG00000044524,EPHA3,0.282217264,0.40495549
ENSG00000044574,HSPA5,-0.59056432,0.017531458
ENSG00000046604,DSG2,0.377376274,0.306187279
ENSG00000046647,GEMIN8,-0.079281077,0.609495761
ENSG00000046651,OFD1,0.028640217,0.772665992
ENSG00000046653,GPM6B,-0.320693462,0.009141034
ENSG00000046889,PREX2,-0.1335652,0.439071448
ENSG00000047056,WDR37,-0.152024293,0.111131342
ENSG00000047188,YTHDC2,0.011492347,0.844403669
ENSG00000047230,CTPS2,0.038887973,0.765481767
ENSG00000047249,ATP6V1H,-0.189440875,0.025998854
ENSG00000047315,POLR2B,-0.084624927,0.257036672
ENSG00000047346,ATOSA,-0.054575908,0.306296085
ENSG00000047365,ARAP2,-0.002919059,0.986691523
ENSG00000047410,TPR,-0.011690553,0.836231304
ENSG00000047457,CP,-0.201913519,0.563583728
ENSG00000047578,KATNIP,-0.118025687,0.333364799
ENSG00000047579,DTNBP1,0.185993258,0.023911881
ENSG00000047597,XK,0.416260525,0.364949756
ENSG00000047617,ANO2,0.762623499,0.156131439
ENSG00000047621,C12orf4,-0.075612496,0.654147475
ENSG00000047634,SCML1,0.019610561,0.924729419
ENSG00000047644,WWC3,0.07092214,0.458824662
ENSG00000047648,ARHGAP6,-0.560027696,0.064157839
ENSG00000047662,FAM184B,-0.018791516,0.833812597
ENSG00000047849,MAP4,-0.065300486,0.485963699
ENSG00000047932,GOPC,0.177695865,0.146741237
ENSG00000047936,ROS1,-0.005735477,0.994683894
ENSG00000048028,USP28,0.097738249,0.262452516
ENSG00000048052,HDAC9,0.212509002,0.174821081
ENSG00000048140,TSPAN17,-0.047430573,0.576968661
ENSG00000048162,NOP16,0.008837411,0.941872103
ENSG00000048342,CC2D2A,-0.120511899,0.425769616
ENSG00000048392,RRM2B,0.051669355,0.811969751
ENSG00000048405,ZNF800,0.069420634,0.327508223
ENSG00000048462,TNFRSF17,-0.647264514,0.058598089
ENSG00000048471,SNX29,-0.086771405,0.286272206
ENSG00000048540,LMO3,0.475692153,0.160162195
ENSG00000048544,MRPS10,-0.060868864,0.448191511
ENSG00000048545,GUCA1A,-0.370799939,0.233011314
ENSG00000048649,RSF1,0.001349217,0.988306031
ENSG00000048707,VPS13D,-0.044775472,0.344815489
ENSG00000048740,CELF2,-0.03216458,0.758143436
ENSG00000048828,FAM120A,-0.108410157,0.500967925
ENSG00000048991,R3HDM1,0.235571456,0.074686567
ENSG00000049089,COL9A2,-0.730174062,0.000948474
ENSG00000049130,KITLG,-0.256228634,0.3171789
ENSG00000049167,ERCC8,0.125201884,0.061882162
ENSG00000049192,ADAMTS6,-0.355876994,0.08653277
ENSG00000049239,H6PD,-0.066872338,0.650416733
ENSG00000049245,VAMP3,-0.311242492,0.049428048
ENSG00000049246,PER3,-0.023653894,0.837381392
ENSG00000049247,UTS2,-0.880397134,0.152450123
ENSG00000049249,TNFRSF9,-0.454102744,0.479619361
ENSG00000049283,EPN3,0.22965467,0.084617394
ENSG00000049323,LTBP1,-0.087306805,0.62886916
ENSG00000049449,RCN1,-0.045836144,0.716451193
ENSG00000049540,ELN,-0.026222201,0.948144852
ENSG00000049541,RFC2,0.084291766,0.587635641
ENSG00000049618,ARID1B,0.138724177,0.08839443
ENSG00000049656,CLPTM1L,-0.222381152,0.05163248
ENSG00000049759,NEDD4L,0.172152987,0.260391389
ENSG00000049768,FOXP3,-0.13847727,0.475865112
ENSG00000049769,PPP1R3F,-0.153337405,0.10122298
ENSG00000049860,HEXB,-0.168174962,0.195433249
ENSG00000049883,PTCD2,-0.112825534,0.315946584
ENSG00000050030,NEXMIF,0.218244899,0.487058287
ENSG00000050130,JKAMP,-0.15171158,0.117191179
ENSG00000050165,DKK3,-0.3591459,0.055178299
ENSG00000050344,NFE2L3,-0.024263181,0.82329073
ENSG00000050393,MCUR1,-0.056818321,0.581219582
ENSG00000050405,LIMA1,-0.367047419,0.056184304
ENSG00000050426,LETMD1,-0.151116988,0.105543185
ENSG00000050438,SLC4A8,0.197794724,0.216893558
ENSG00000050555,LAMC3,-1.377219201,0.000678914
ENSG00000050628,PTGER3,-0.528340917,0.146967272
ENSG00000050730,TNIP3,-0.101476527,0.811211548
ENSG00000050748,MAPK9,0.00180285,0.985519778
ENSG00000050767,COL23A1,0.828412794,0.019028337
ENSG00000050820,BCAR1,-0.159945487,0.056336202
ENSG00000051009,FHIP1B,0.070373085,0.237744687
ENSG00000051108,HERPUD1,-0.107433574,0.580922348
ENSG00000051128,HOMER3,-0.108146187,0.382286393
ENSG00000051180,RAD51,0.273526934,0.085865787
ENSG00000051341,POLQ,0.32092807,0.077113525
ENSG00000051382,PIK3CB,-0.119156425,0.085472043
ENSG00000051523,CYBA,-1.029341723,0.003930024
ENSG00000051596,THOC3,-0.138737478,0.315176216
ENSG00000051620,HEBP2,-0.119587658,0.421719994
ENSG00000051825,MPHOSPH9,0.195389144,0.01056086
ENSG00000052126,PLEKHA5,-0.029384035,0.76636969
ENSG00000052344,PRSS8,-0.080575426,0.61594241
ENSG00000052723,SIKE1,-0.028496768,0.638116297
ENSG00000052749,RRP12,-0.177109795,0.126555954
ENSG00000052795,FNIP2,0.09021818,0.540460911
ENSG00000052802,MSMO1,0.126688416,0.639410884
ENSG00000052841,TTC17,0.079286152,0.303741557
ENSG00000052850,ALX4,0.302844327,0.156917886
ENSG00000053108,FSTL4,0.270206009,0.485014492
ENSG00000053254,FOXN3,0.055144456,0.545822809
ENSG00000053328,METTL24,-0.344179721,0.410173362
ENSG00000053371,AKR7A2,-0.11330103,0.278906369
ENSG00000053372,MRTO4,-0.083852631,0.578397751
ENSG00000053438,NNAT,0.937820097,0.012897524
ENSG00000053501,USE1,-0.170182117,0.077130314
ENSG00000053524,MCF2L2,0.109463573,0.582076263
ENSG00000053702,NRIP2,-0.025747653,0.798543908
ENSG00000053747,LAMA3,0.540738792,0.052242172
ENSG00000053770,AP5M1,0.011273363,0.900328856
ENSG00000053900,ANAPC4,-0.056607411,0.353020419
ENSG00000053918,KCNQ1,0.265442513,0.333732842
ENSG00000054116,TRAPPC3,-0.153999318,0.130778292
ENSG00000054118,THRAP3,-0.087011565,0.078468543
ENSG00000054148,PHPT1,-0.07233784,0.540810821
ENSG00000054179,ENTPD2,-0.0199228,0.940796199
ENSG00000054219,LY75,0.898462312,0.010867016
ENSG00000054267,ARID4B,-0.016536098,0.755644898
ENSG00000054277,OPN3,-0.265568995,0.074326457
ENSG00000054282,SDCCAG8,-0.013243906,0.782182144
ENSG00000054356,PTPRN,-0.340828171,0.212697356
ENSG00000054392,HHAT,0.108338109,0.644449715
ENSG00000054523,KIF1B,0.002098771,0.971844049
ENSG00000054598,FOXC1,-0.735959224,0.087212184
ENSG00000054611,TBC1D22A,-0.032931315,0.637878614
ENSG00000054654,SYNE2,0.572263321,0.009200654
ENSG00000054690,PLEKHH1,0.175232148,0.425371622
ENSG00000054793,ATP9A,-0.058913499,0.753035071
ENSG00000054796,SPO11,-0.016277798,0.964061409
ENSG00000054938,CHRDL2,-0.455468133,0.189632185
ENSG00000054965,FAM168A,0.040705942,0.672060149
ENSG00000054967,RELT,0.091681017,0.515489667
ENSG00000054983,GALC,-0.122837868,0.634973606
ENSG00000055044,NOP58,-0.082268859,0.647487385
ENSG00000055070,SZRD1,-0.073577041,0.480677528
ENSG00000055118,KCNH2,0.130771854,0.488376912
ENSG00000055130,CUL1,-0.023273813,0.784833807
ENSG00000055147,FAM114A2,-0.060265746,0.608133148
ENSG00000055163,CYFIP2,-0.066366505,0.679091263
ENSG00000055208,TAB2,-0.133034259,0.166770999
ENSG00000055211,GINM1,-0.251836587,0.006915519
ENSG00000055332,EIF2AK2,-0.03545864,0.637217841
ENSG00000055483,USP36,-0.018501931,0.891409076
ENSG00000055609,KMT2C,0.033702667,0.573942559
ENSG00000055813,CCDC85A,0.486932245,0.22189497
ENSG00000055917,PUM2,0.093916407,0.170559494
ENSG00000055950,MRPL43,-0.164384637,0.045842682
ENSG00000055955,ITIH4,0.088157642,0.681160177
ENSG00000055957,ITIH1,-0.430482468,0.412888359
ENSG00000056050,HPF1,0.014970993,0.847950825
ENSG00000056097,ZFR,-0.067663124,0.272041399
ENSG00000056277,ZNF280C,0.364608578,0.001030142
ENSG00000056291,NPFFR2,-0.302207747,0.627126006
ENSG00000056487,PHF21B,-0.02151121,0.90575304
ENSG00000056558,TRAF1,-0.031248604,0.905870658
ENSG00000056586,RC3H2,-0.004237025,0.956535585
ENSG00000056736,IL17RB,-0.00079284,0.993659275
ENSG00000056972,TRAF3IP2,0.085718799,0.553214965
ENSG00000056998,GYG2,-0.085663806,0.722615362
ENSG00000057019,DCBLD2,-0.004240736,0.982442098
ENSG00000057252,SOAT1,-0.02009076,0.875745034
ENSG00000057294,PKP2,0.288331478,0.452427137
ENSG00000057468,MSH4,0.009313619,0.958063483
ENSG00000057593,F7,-0.257421887,0.268979544
ENSG00000057608,GDI2,0.006091087,0.948435836
ENSG00000057657,PRDM1,0.632115098,0.030406808
ENSG00000057663,ATG5,-0.064290072,0.412425368
ENSG00000057704,TMCC3,-0.162551321,0.583632034
ENSG00000057757,PITHD1,-0.190461016,0.151998062
ENSG00000057935,MTA3,-0.081646975,0.192985493
ENSG00000058056,USP13,-0.233422899,0.116444627
ENSG00000058063,ATP11B,0.103547975,0.158853633
ENSG00000058085,LAMC2,-0.324763338,0.115867646
ENSG00000058091,CDK14,-0.195000171,0.017923598
ENSG00000058262,SEC61A1,-0.114935921,0.357545852
ENSG00000058272,PPP1R12A,-0.05600427,0.41505577
ENSG00000058335,RASGRF1,-0.80877396,0.050290995
ENSG00000058404,CAMK2B,0.038094543,0.910618752
ENSG00000058453,CROCC,0.00203865,0.985665497
ENSG00000058600,POLR3E,-0.048472395,0.509495735
ENSG00000058668,ATP2B4,-0.082869989,0.386123078
ENSG00000058673,ZC3H11A,-0.058292411,0.380351808
ENSG00000058729,RIOK2,-0.009720869,0.921566306
ENSG00000058799,YIPF1,-0.029699968,0.755094522
ENSG00000058804,NDC1,0.108198656,0.426458246
ENSG00000058866,DGKG,0.433563439,0.329482
ENSG00000059122,FLYWCH1,-0.005916789,0.946266917
ENSG00000059145,UNKL,-0.09072061,0.157427763
ENSG00000059377,TBXAS1,0.067375386,0.58378073
ENSG00000059378,PARP12,-0.320892818,0.140613552
ENSG00000059573,ALDH18A1,-0.023069813,0.814481175
ENSG00000059588,TARBP1,0.072202517,0.467973268
ENSG00000059691,GATB,-0.024330976,0.821571021
ENSG00000059728,MXD1,-0.112644339,0.568004261
ENSG00000059758,CDK17,-0.161196846,0.050523756
ENSG00000059769,DNAJC25,-0.170694649,0.270164673
ENSG00000059804,SLC2A3,-0.212691848,0.54152961
ENSG00000059915,PSD,0.004098818,0.980617839
ENSG00000060069,CTDP1,-0.024886547,0.764698515
ENSG00000060138,YBX3,0.00177734,0.99362126
ENSG00000060140,STYK1,-0.255543916,0.569644006
ENSG00000060237,WNK1,-0.057568864,0.367681736
ENSG00000060339,CCAR1,-0.076420406,0.376982588
ENSG00000060491,OGFR,-0.127623349,0.220251032
ENSG00000060642,PIGV,-0.062160669,0.524525478
ENSG00000060656,PTPRU,0.345142027,0.140398979
ENSG00000060688,SNRNP40,-0.006412263,0.929221678
ENSG00000060709,RIMBP2,0.438689613,0.181166624
ENSG00000060718,COL11A1,0.245109811,0.292361978
ENSG00000060749,QSER1,0.156676951,0.06272628
ENSG00000060762,MPC1,0.191924603,0.301026537
ENSG00000060971,ACAA1,-0.12760256,0.098254225
ENSG00000060982,BCAT1,0.269389306,0.236250449
ENSG00000061273,HDAC7,-0.087251135,0.455858186
ENSG00000061337,LZTS1,0.260275111,0.417463184
ENSG00000061455,PRDM6,0.112187331,0.673569316
ENSG00000061492,WNT8A,0.285739424,0.431057887
ENSG00000061656,SPAG4,-0.307766979,0.232822181
ENSG00000061676,NCKAP1,-0.023378391,0.676708843
ENSG00000061794,MRPS35,-0.037231287,0.779598287
ENSG00000061918,GUCY1B1,-0.039048288,0.836181648
ENSG00000061936,SFSWAP,-0.054102611,0.44173158
ENSG00000061938,TNK2,0.026394769,0.754556559
ENSG00000061987,MON2,0.014776612,0.805562739
ENSG00000062038,CDH3,0.193262178,0.556677239
ENSG00000062096,ARSF,-0.033797095,0.932477743
ENSG00000062194,GPBP1,-0.00798663,0.912801916
ENSG00000062282,DGAT2,-0.059786878,0.851861709
ENSG00000062370,ZNF112,0.072488461,0.289716872
ENSG00000062485,CS,-0.020590839,0.780342011
ENSG00000062524,LTK,-0.468271076,0.075416335
ENSG00000062582,MRPS24,-0.065067408,0.555559419
ENSG00000062598,ELMO2,0.027486784,0.673393743
ENSG00000062650,WAPL,0.030753403,0.587314065
ENSG00000062716,VMP1,-0.331790128,0.091892366
ENSG00000062725,APPBP2,-0.074110006,0.381088422
ENSG00000062822,POLD1,0.085141975,0.511173422
ENSG00000063015,SEZ6,0.663671038,0.004969094
ENSG00000063046,EIF4B,-0.048091244,0.694126478
ENSG00000063127,SLC6A16,0.146800543,0.368828376
ENSG00000063169,BICRA,-0.002081942,0.974717492
ENSG00000063176,SPHK2,-0.081438829,0.332362703
ENSG00000063177,RPL18,-0.076575272,0.548452957
ENSG00000063180,CA11,-0.308646369,0.151668673
ENSG00000063241,ISOC2,-0.052467775,0.628521825
ENSG00000063244,U2AF2,-0.050614806,0.509125558
ENSG00000063245,EPN1,-0.151618467,0.030666619
ENSG00000063322,MED29,-0.180829625,0.023450792
ENSG00000063438,AHRR,-0.469404822,0.075368253
ENSG00000063587,ZNF275,-0.074593524,0.391038215
ENSG00000063601,MTMR1,0.089882943,0.251289109
ENSG00000063660,GPC1,0.085445702,0.633745392
ENSG00000063761,ADCK1,-0.069119546,0.484601795
ENSG00000063854,HAGH,-0.016014791,0.808336229
ENSG00000063978,RNF4,-0.154324212,0.12507027
ENSG00000064012,CASP8,-0.311141239,0.212794444
ENSG00000064042,LIMCH1,-0.155478737,0.314835224
ENSG00000064102,INTS13,-0.009949016,0.948942754
ENSG00000064115,TM7SF3,-0.022184946,0.847742242
ENSG00000064199,SPA17,-0.064469638,0.8104019
ENSG00000064201,TSPAN32,0.243053063,0.170347838
ENSG00000064205,CCN5,0.303931601,0.276163495
ENSG00000064218,DMRT3,1.831663356,0.006721229
ENSG00000064225,ST3GAL6,0.211388083,0.238310544
ENSG00000064270,ATP2C2,0.436965977,0.029192576
ENSG00000064300,NGFR,-0.163594919,0.694368734
ENSG00000064309,CDON,0.896337019,9.25E-05
ENSG00000064313,TAF2,-0.013530969,0.873746792
ENSG00000064393,HIPK2,-0.102529271,0.303531068
ENSG00000064419,TNPO3,0.01108707,0.859048996
ENSG00000064490,RFXANK,-0.016550222,0.858751765
ENSG00000064545,TMEM161A,-0.094359294,0.339009583
ENSG00000064547,LPAR2,0.01191993,0.909495303
ENSG00000064601,CTSA,-0.198725046,0.199940768
ENSG00000064607,SUGP2,-0.067945777,0.172009618
ENSG00000064651,SLC12A2,-0.056858969,0.624882691
ENSG00000064652,SNX24,-0.145428686,0.212275197
ENSG00000064655,EYA2,1.065721911,0.026986687
ENSG00000064666,CNN2,-0.130674057,0.348744822
ENSG00000064687,ABCA7,-0.174380227,0.16357111
ENSG00000064692,SNCAIP,0.107789441,0.517371973
ENSG00000064703,DDX20,-0.033017275,0.732780744
ENSG00000064726,BTBD1,-0.038066885,0.687947891
ENSG00000064763,FAR2,0.072932046,0.552402496
ENSG00000064787,BCAS1,-0.227842644,0.526661706
ENSG00000064886,CHI3L2,-1.017473778,0.090279506
ENSG00000064932,SBNO2,-0.062819523,0.681267234
ENSG00000064933,PMS1,0.165297789,0.02941907
ENSG00000064961,HMG20B,-0.090003775,0.444564877
ENSG00000064989,CALCRL,-1.34910622,0.000242501
ENSG00000064995,TAF11,-0.022355583,0.733077141
ENSG00000064999,ANKS1A,-0.013597357,0.881826829
ENSG00000065000,AP3D1,-0.141646511,0.022825011
ENSG00000065029,ZNF76,-0.145582417,0.00983118
ENSG00000065054,NHERF2,-0.258229999,0.034215163
ENSG00000065057,NTHL1,0.003657158,0.973028596
ENSG00000065060,BLTP3A,0.131689857,0.063579627
ENSG00000065135,GNAI3,-0.109141586,0.22283045
ENSG00000065150,IPO5,-0.108025352,0.364678163
ENSG00000065154,OAT,-0.163389884,0.1344945
ENSG00000065183,WDR3,-0.027687936,0.812316516
ENSG00000065243,PKN2,-0.036561371,0.582220124
ENSG00000065268,WDR18,-0.200581094,0.01754226
ENSG00000065308,TRAM2,-0.267022538,0.056962977
ENSG00000065320,NTN1,0.062228244,0.857516491
ENSG00000065325,GLP2R,-0.269749733,0.492069995
ENSG00000065328,MCM10,0.42718189,0.197759356
ENSG00000065357,DGKA,-0.161088202,0.18164037
ENSG00000065361,ERBB3,-0.018205534,0.946669318
ENSG00000065413,ANKRD44,0.242632974,0.215533611
ENSG00000065427,KARS1,-0.036748061,0.750504366
ENSG00000065457,ADAT1,0.09034888,0.269062524
ENSG00000065485,PDIA5,-0.225068089,0.233053199
ENSG00000065491,TBC1D22B,-0.019196477,0.799944537
ENSG00000065518,NDUFB4,-0.15514219,0.224345537
ENSG00000065526,SPEN,0.065746698,0.344470842
ENSG00000065534,MYLK,-0.307286401,0.2431465
ENSG00000065548,ZC3H15,-0.079000786,0.562598316
ENSG00000065559,MAP2K4,-0.128891945,0.076060718
ENSG00000065600,PACC1,-0.031894886,0.687266978
ENSG00000065609,SNAP91,-0.032881461,0.904163959
ENSG00000065613,SLK,-0.000220755,0.998018575
ENSG00000065615,CYB5R4,0.091261139,0.412453575
ENSG00000065618,COL17A1,-0.140199549,0.369863173
ENSG00000065621,GSTO2,-0.145035951,0.444282347
ENSG00000065665,SEC61A2,-0.03436902,0.64733176
ENSG00000065675,PRKCQ,0.103727865,0.66960996
ENSG00000065717,TLE2,-0.133319797,0.674724387
ENSG00000065802,ASB1,-0.056043377,0.637034347
ENSG00000065809,FAM107B,-0.045605096,0.723283328
ENSG00000065833,ME1,-0.571893302,0.192126501
ENSG00000065882,TBC1D1,-0.058310062,0.643270121
ENSG00000065883,CDK13,-0.003187899,0.952995393
ENSG00000065911,MTHFD2,0.194368078,0.294552036
ENSG00000065923,SLC9A7,-0.408901517,0.039551424
ENSG00000065970,FOXJ2,0.007866497,0.911891556
ENSG00000065978,YBX1,-0.03811822,0.719032021
ENSG00000065989,PDE4A,-0.289171217,0.17441968
ENSG00000066027,PPP2R5A,0.024561134,0.842596731
ENSG00000066032,CTNNA2,-0.021021454,0.931141508
ENSG00000066044,ELAVL1,-0.009661289,0.866847309
ENSG00000066056,TIE1,0.600477823,0.074044592
ENSG00000066084,DIP2B,0.022479335,0.837086238
ENSG00000066117,SMARCD1,0.019721566,0.820760575
ENSG00000066135,KDM4A,-0.008617149,0.89256708
ENSG00000066136,NFYC,-0.085782221,0.311777896
ENSG00000066185,ZMYND12,-0.442433553,0.048835551
ENSG00000066230,SLC9A3,-0.67738999,0.002501306
ENSG00000066248,NGEF,-0.057536962,0.80191778
ENSG00000066279,ASPM,0.084887034,0.692176741
ENSG00000066322,ELOVL1,-0.080995888,0.606976609
ENSG00000066379,POLR1H,0.025078227,0.860581205
ENSG00000066382,MPPED2,1.185991478,0.007261957
ENSG00000066405,CLDN18,-0.031820052,0.888209865
ENSG00000066422,ZBTB11,-0.02751992,0.802536528
ENSG00000066427,ATXN3,0.09550999,0.313794269
ENSG00000066455,GOLGA5,0.019058398,0.872537701
ENSG00000066468,FGFR2,0.400576177,0.15267409
ENSG00000066557,LRRC40,0.067664991,0.473284588
ENSG00000066583,ISOC1,0.011832934,0.937408884
ENSG00000066629,EML1,0.209012905,0.315630372
ENSG00000066651,TRMT11,0.007929025,0.935112004
ENSG00000066654,THUMPD1,-0.029016673,0.734682514
ENSG00000066697,MSANTD3,-0.107805262,0.360887289
ENSG00000066735,KIF26A,1.169692925,0.000209785
ENSG00000066739,ATG2B,-0.051256763,0.309705615
ENSG00000066777,ARFGEF1,0.035363392,0.425311735
ENSG00000066827,ZFAT,-0.136815762,0.039662476
ENSG00000066855,MTFR1,0.085541789,0.418769208
ENSG00000066923,STAG3,0.134564861,0.291622434
ENSG00000066926,FECH,-0.192397561,0.082182743
ENSG00000066933,MYO9A,0.139277567,0.025351027
